Time,Code,Name
2019/10/11,1,Signal
2019/10/11 0:01:00,1,Signal
2019/10/11 0:02:00,1,Signal
2019/10/11 0:03:00,0,Signal
2019/10/11 0:04:00,0,Signal
2019/10/11 0:05:00,1,Signal
2019/10/11 0:06:00,1,Signal
2019/10/11 0:07:00,1,Signal
2019/10/11 0:08:00,0,Signal
2019/10/11 0:09:00,0,Signal
2019/10/11 0:10:00,0,Signal
2019/10/11 0:11:00,1,Signal
2019/10/11 0:12:00,1,Signal
2019/10/11 0:13:00,1,Signal
2019/10/11 0:14:00,0,Signal
2019/10/11 0:15:00,0,Signal
2019/10/11 0:16:00,1,Signal
2019/10/11 0:17:00,1,Signal
2019/10/11 0:18:00,0,Signal
2019/10/11 0:19:00,1,Signal
2019/10/11 0:20:00,0,Signal
2019/10/11 0:21:00,1,Signal
2019/10/11 0:22:00,0,Signal
2019/10/11 0:23:00,0,Signal
2019/10/11 0:24:00,0,Signal
2019/10/11 0:25:00,0,Signal
2019/10/11 0:26:00,1,Signal
2019/10/11 0:27:00,1,Signal
2019/10/11 0:28:00,1,Signal
2019/10/11 0:29:00,1,Signal
2019/10/11 0:30:00,1,Signal
2019/10/11 0:31:00,0,Signal
2019/10/11 0:32:00,0,Signal
2019/10/11 0:33:00,0,Signal
2019/10/11 0:34:00,1,Signal
2019/10/11 0:35:00,0,Signal
2019/10/11 0:36:00,0,Signal
2019/10/11 0:37:00,0,Signal
2019/10/11 0:38:00,0,Signal
2019/10/11 0:39:00,0,Signal
2019/10/11 0:40:00,0,Signal
2019/10/11 0:41:00,1,Signal
2019/10/11 0:42:00,1,Signal
2019/10/11 0:43:00,1,Signal
2019/10/11 0:44:00,1,Signal
2019/10/11 0:45:00,0,Signal
2019/10/11 0:46:00,0,Signal
2019/10/11 0:47:00,1,Signal
2019/10/11 0:48:00,0,Signal
2019/10/11 0:49:00,0,Signal
2019/10/11 0:50:00,0,Signal
2019/10/11 0:51:00,0,Signal
2019/10/11 0:52:00,1,Signal
2019/10/11 0:53:00,1,Signal
2019/10/11 0:54:00,0,Signal
2019/10/11 0:55:00,1,Signal
2019/10/11 0:56:00,1,Signal
2019/10/11 0:57:00,1,Signal
