timestamp,open,high,low,close,volume
2024-01-01 00:00:00,1.0800822920709714,1.080179551985793,1.0800605580987337,1.0801368863150778,658
2024-01-01 00:01:00,1.0799695829685243,1.079970966478306,1.0799122684894438,1.0799582315507363,789
2024-01-01 00:02:00,1.080028371448045,1.0800494155435838,1.0799500001411262,1.0800102790939832,119
2024-01-01 00:03:00,1.0800440877058168,1.0800708111051494,1.0800374484033746,1.0800464800471203,680
2024-01-01 00:04:00,1.0801649311225754,1.0801835508249127,1.0800901386876214,1.080134640888122,422
2024-01-01 00:05:00,1.080143466332304,1.080174071670068,1.0801349484063207,1.0801651186845358,714
2024-01-01 00:06:00,1.0801668734645327,1.080219151811814,1.0801597740565905,1.0801941600182914,642
2024-01-01 00:07:00,1.0801535672645206,1.0802380935612317,1.08011472842605,1.080187887278992,196
2024-01-01 00:08:00,1.0802662798425093,1.0802841726742172,1.0802649739411951,1.080271808400558,372
2024-01-01 00:09:00,1.080065310496527,1.0800926418142833,1.0800554573658252,1.0800566503051625,230
2024-01-01 00:10:00,1.0800774280058933,1.0802193165102332,1.0799947916325114,1.0800674367693035,655
2024-01-01 00:11:00,1.0799486769720714,1.0800205718019718,1.0798974762208096,1.0799564510942326,732
2024-01-01 00:12:00,1.079949245480703,1.0800273923284913,1.0799036966851916,1.0800104203461802,354
2024-01-01 00:13:00,1.0801527851280854,1.0802379028797697,1.0800931761375432,1.0801095329084995,979
2024-01-01 00:14:00,1.0802480223799158,1.0802867715045874,1.080177581817694,1.0802512727226177,152
2024-01-01 00:15:00,1.0800948959169816,1.080155059154008,1.0800561667797601,1.0800818790663331,402
2024-01-01 00:16:00,1.0800686541380096,1.0801462693906743,1.0800345100625584,1.080045922527864,320
2024-01-01 00:17:00,1.0800263471547409,1.080033152666923,1.0799855414613861,1.0800186623581889,322
2024-01-01 00:18:00,1.0800931467356614,1.080178790465883,1.080049040406681,1.0801541730243942,185
2024-01-01 00:19:00,1.0801050578037679,1.080198984494317,1.0800830664064212,1.0800888099707162,969
2024-01-01 00:20:00,1.0801365240162284,1.0801837946188722,1.0800566526618252,1.080095888811343,207
2024-01-01 00:21:00,1.0800869892775793,1.080090440623515,1.0800828463351726,1.0800903627659684,342
2024-01-01 00:22:00,1.0800484907511114,1.0800892475524948,1.079923821231857,1.0799775218661911,806
2024-01-01 00:23:00,1.0799775415946296,1.079990157762201,1.079956667642082,1.0799875261918848,253
2024-01-01 00:24:00,1.079874361468826,1.0798821569908306,1.0798151413724024,1.0798470487756517,794
2024-01-01 00:25:00,1.0798889203835307,1.07991898744811,1.0798516318225122,1.0799137344387548,119
