timestamp,open,high,low,close,volume
2024-01-01 00:00:00,161.97339114388362,161.9758604742821,161.96846929544662,161.97288271769423,655
2024-01-01 00:01:00,161.9921523555338,161.99227325304207,161.9916682732891,161.99220521500524,231
2024-01-01 00:02:00,162.00972238498431,162.01261786411715,162.001387266231,162.0045146718575,155
2024-01-01 00:03:00,162.0081819727317,162.01906730573083,162.0073713067764,162.01022286725862,413
2024-01-01 00:04:00,162.0259866027816,162.0377238337907,162.01750525987217,162.02834584261615,931
2024-01-01 00:05:00,162.01502325512078,162.02009540146733,162.00878718642278,162.0100615687683,213
2024-01-01 00:06:00,161.9875006131819,161.99663943907638,161.98435319148123,161.9956398540572,512
2024-01-01 00:07:00,161.99986839118193,162.0137343669938,161.9907818902384,162.00119706172174,796
2024-01-01 00:08:00,161.99248968779116,161.99488866737332,161.99126317142654,161.99447073649415,513
2024-01-01 00:09:00,161.99514665249453,162.00499962919764,161.99486226233327,161.9978098614641,809
2024-01-01 00:10:00,161.9665063240737,161.96894056966906,161.96324628966573,161.9672068406874,877
2024-01-01 00:11:00,161.95063351912628,161.9530118531149,161.9486402741855,161.94992151384926,440
2024-01-01 00:12:00,161.94656783840924,161.9516778347334,161.9436648073498,161.94386032090355,805
2024-01-01 00:13:00,161.94164709344196,161.94213632031133,161.94130588133592,161.94182426630653,519
2024-01-01 00:14:00,161.96665184994933,161.97015662032783,161.95825576129894,161.9625430296123,176
2024-01-01 00:15:00,161.950941496052,161.95492435867087,161.95059471366125,161.9530878529228,702
2024-01-01 00:16:00,161.95443224137418,161.95725918017888,161.94960730268033,161.956361759167,302
2024-01-01 00:17:00,161.97720466898323,161.9798753300546,161.9755881369041,161.97752027325518,945
2024-01-01 00:18:00,161.9825488413271,161.9833647779736,161.9806227845153,161.98312991743072,187
2024-01-01 00:19:00,161.98439838928525,161.98730748811977,161.97805723918535,161.9840975661052,245
2024-01-01 00:20:00,161.9782882655788,162.00184889953363,161.97806680762264,161.98886494198703,228
2024-01-01 00:21:00,161.98685151545698,162.00443314172574,161.98660023982936,161.99569155089466,215
2024-01-01 00:22:00,162.0018994982392,162.00190891846646,161.99975964382904,162.00010701522146,706
2024-01-01 00:23:00,162.0130553334164,162.02035059486082,162.0127388811101,162.01944042538457,610
2024-01-01 00:24:00,162.02111223073754,162.02367766034715,162.01982716930905,162.02032679977225,396
