timestamp,open,high,low,close,volume
2023-10-02 06:00:00,149.62633022558862,149.9670630006781,149.53267342028775,149.5385755024311,30067.0
2023-10-02 06:15:00,149.5776109838902,150.10170517886502,149.3934778464,149.41042942114717,28861.0
2023-10-02 06:30:00,149.26111255623547,149.2996120076055,148.40994012514048,148.58344703956362,30526.0
2023-10-02 06:45:00,148.81730139132588,148.9084519543064,148.25598920550158,148.86297546666157,28621.0
2023-10-02 07:00:00,148.87235335381092,149.00715607727642,148.74975954120725,148.7690071809757,11440.0
2023-10-02 07:15:00,148.65079039382482,148.91091426422977,148.6370900830026,148.70377202799267,11192.0
2023-10-02 07:30:00,148.67001542865867,148.87794345202684,148.58244360860112,148.74298872513864,10780.0
2023-10-02 07:45:00,148.75185086500403,148.83627297902396,148.56966070947027,148.78876086212418,11118.0
2023-10-02 08:00:00,148.81539475023678,149.2207546744375,148.73406524724905,149.19508081483488,10657.0
2023-10-02 08:15:00,149.2383035496394,149.37022199904433,148.92093173409648,149.07698520346796,12208.0
2023-10-02 08:30:00,149.07564645486696,149.59583365103668,148.95335510068767,149.52737203473916,10892.0
2023-10-02 08:45:00,149.43762379322882,149.97644348477527,149.39991971262248,149.82704861999645,11432.0
2023-10-02 09:00:00,149.80377265442488,150.51738792606275,149.55749599496843,150.47648234643,21695.0
2023-10-02 09:15:00,150.608866930415,150.72446971927857,149.84487370930472,150.15576735247603,21891.0
2023-10-02 09:30:00,150.43299769014416,150.46134909810968,150.05969897288801,150.1385945321532,22825.0
2023-10-02 09:45:00,150.15308261673366,150.8668956526098,150.12936930595214,150.57466806716494,22930.0
2023-10-02 10:00:00,150.6228212379446,151.23968171280114,150.5299896484982,151.05066622067267,22218.0
2023-10-02 10:15:00,151.22306125535792,151.92881103830098,151.21341668979315,151.86258581850328,22316.0
2023-10-02 10:30:00,152.00694808332435,153.03117585904735,152.00641638553816,152.87534769701443,20290.0
2023-10-02 10:45:00,152.94209696759975,153.5843490351423,152.87468231655342,153.54699158947793,22900.0
2023-10-02 11:00:00,153.66466441236102,153.87361878263064,153.43300564458224,153.76289917653233,20922.0
2023-10-02 11:15:00,153.75575940750994,154.44917420498848,153.56347160421552,153.62627552101551,22644.0
2023-10-02 11:30:00,153.531178580575,154.19826398468192,153.3740883970826,154.1877148941123,23105.0
2023-10-02 11:45:00,154.43125833668705,154.86721896601443,154.11888440272548,154.72932542693985,24169.0
2023-10-02 12:00:00,154.70810742794527,155.91223561211737,154.69434398447638,155.88852383341242,22551.0
2023-10-02 12:15:00,156.03749956914635,157.10324866495932,155.74804595910493,157.0848035744221,22188.0
2023-10-02 12:30:00,157.11112582894887,157.76813109467545,157.0804400659894,157.68362539164494,20929.0
2023-10-02 12:45:00,157.73180679197486,157.86255469866055,157.38236811725062,157.8152041645386,21487.0
2023-10-02 13:00:00,157.76461330853957,157.78336378487327,157.17843416294343,157.34534691150296,20211.0
2023-10-02 13:15:00,157.5785649182838,158.03359062351066,157.49763212568473,157.94727320184086,20478.0
2023-10-02 13:30:00,157.63219619820842,157.98043169047006,157.21850663392559,157.9767229956738,22475.0
2023-10-02 13:45:00,157.8755687477684,158.20489416542378,157.29449852857118,157.33712858809795,23486.0
2023-10-02 14:00:00,157.5019827143259,158.24083499725722,157.42766335734328,158.08175172817235,23781.0
