Time,
2019/10/11,107.96
2019/10/11 0:01,107.96
2019/10/11 0:02,107.96
2019/10/11 0:03,107.96
2019/10/11 0:04,107.96
2019/10/11 0:05,107.96
2019/10/11 0:06,107.96
2019/10/11 0:07,107.96
2019/10/11 0:08,107.96
2019/10/11 0:09,107.96
2019/10/11 0:10,107.96
2019/10/11 0:11,107.96
2019/10/11 0:12,107.96
2019/10/11 0:13,107.96
2019/10/11 0:14,107.96
2019/10/11 0:15,107.96
2019/10/11 0:16,107.96
2019/10/11 0:17,107.96
2019/10/11 0:18,107.96
2019/10/11 0:19,107.96
2019/10/11 0:20,107.96
2019/10/11 0:21,107.96
2019/10/11 0:22,107.96
2019/10/11 0:23,107.96
2019/10/11 0:24,107.96
2019/10/11 0:25,107.96
2019/10/11 0:26,107.96
2019/10/11 0:27,107.96
2019/10/11 0:28,107.96
2019/10/11 0:29,107.96
2019/10/11 0:30,107.936
2019/10/11 0:31,107.936
2019/10/11 0:32,107.936
2019/10/11 0:33,107.936
2019/10/11 0:34,107.936
2019/10/11 0:35,107.936
2019/10/11 0:36,107.936
2019/10/11 0:37,107.936
2019/10/11 0:38,107.936
2019/10/11 0:39,107.936
2019/10/11 0:40,107.936
2019/10/11 0:41,107.936
2019/10/11 0:42,107.936
2019/10/11 0:43,107.936
2019/10/11 0:44,107.936
2019/10/11 0:45,107.936
2019/10/11 0:46,107.936
2019/10/11 0:47,107.936
2019/10/11 0:48,107.936
2019/10/11 0:49,107.936
2019/10/11 0:50,107.936
2019/10/11 0:51,107.936
2019/10/11 0:52,107.936
2019/10/11 0:53,107.936
2019/10/11 0:54,107.936
2019/10/11 0:55,107.936
2019/10/11 0:56,107.936
2019/10/11 0:57,107.936
2019/10/11 0:58,107.936
2019/10/11 0:59,107.936
2019/10/11 1:00,107.936
2019/10/11 1:01,107.936
2019/10/11 1:02,107.936
2019/10/11 1:03,107.936
2019/10/11 1:04,107.936
2019/10/11 1:05,107.936
2019/10/11 1:06,107.936
2019/10/11 1:07,107.936
2019/10/11 1:08,107.936
2019/10/11 1:09,107.936
2019/10/11 1:10,107.936
2019/10/11 1:11,107.936
2019/10/11 1:12,107.936
2019/10/11 1:13,107.936
2019/10/11 1:14,107.936
2019/10/11 1:15,107.859
2019/10/11 1:16,107.859
2019/10/11 1:17,107.859
2019/10/11 1:18,107.859
2019/10/11 1:19,107.859
2019/10/11 1:20,107.859
2019/10/11 1:21,107.859
2019/10/11 1:22,107.859
2019/10/11 1:23,107.859
2019/10/11 1:24,107.859
2019/10/11 1:25,107.859
2019/10/11 1:26,107.859
2019/10/11 1:27,107.859
2019/10/11 1:28,107.859
2019/10/11 1:29,107.859
2019/10/11 1:30,0
2019/10/11 1:31,0
2019/10/11 1:32,0
2019/10/11 1:33,0
2019/10/11 1:34,0
2019/10/11 1:35,0
2019/10/11 1:36,0
2019/10/11 1:37,0
2019/10/11 1:38,0
2019/10/11 1:39,0
2019/10/11 1:40,0
2019/10/11 1:41,0
2019/10/11 1:42,0
2019/10/11 1:43,0
2019/10/11 1:44,0
2019/10/11 1:45,0
2019/10/11 1:46,0
2019/10/11 1:47,0
2019/10/11 1:48,0
2019/10/11 1:49,0
2019/10/11 1:50,0
2019/10/11 1:51,0
2019/10/11 1:52,0
2019/10/11 1:53,0
2019/10/11 1:54,0
2019/10/11 1:55,0
2019/10/11 1:56,0
2019/10/11 1:57,0
2019/10/11 1:58,0
2019/10/11 1:59,0
2019/10/11 2:00,0
2019/10/11 2:01,0
2019/10/11 2:02,0
2019/10/11 2:03,0
2019/10/11 2:04,0
2019/10/11 2:05,0
2019/10/11 2:06,0
2019/10/11 2:07,0
2019/10/11 2:08,0
2019/10/11 2:09,0
2019/10/11 2:10,0
2019/10/11 2:11,0
2019/10/11 2:12,0
2019/10/11 2:13,0
2019/10/11 2:14,0
2019/10/11 2:15,0
2019/10/11 2:16,0
2019/10/11 2:17,0
2019/10/11 2:18,0
2019/10/11 2:19,0
2019/10/11 2:20,0
2019/10/11 2:21,0
2019/10/11 2:22,0
2019/10/11 2:23,0
2019/10/11 2:24,0
2019/10/11 2:25,0
2019/10/11 2:26,0
2019/10/11 2:27,0
2019/10/11 2:28,0
2019/10/11 2:29,0
2019/10/11 2:30,107.927
2019/10/11 2:31,107.927
2019/10/11 2:32,107.927
2019/10/11 2:33,107.927
2019/10/11 2:34,107.927
2019/10/11 2:35,107.927
2019/10/11 2:36,107.927
2019/10/11 2:37,107.927
2019/10/11 2:38,107.927
2019/10/11 2:39,107.927
2019/10/11 2:40,107.927
2019/10/11 2:41,107.927
2019/10/11 2:42,107.927
2019/10/11 2:43,107.927
2019/10/11 2:44,107.927
2019/10/11 2:45,107.927
2019/10/11 2:46,107.927
2019/10/11 2:47,107.927
2019/10/11 2:48,107.927
2019/10/11 2:49,107.927
2019/10/11 2:50,107.927
2019/10/11 2:51,107.927
2019/10/11 2:52,107.927
2019/10/11 2:53,107.927
2019/10/11 2:54,107.927
2019/10/11 2:55,107.927
2019/10/11 2:56,107.927
2019/10/11 2:57,107.927
2019/10/11 2:58,107.927
2019/10/11 2:59,107.927
2019/10/11 3:00,107.927
2019/10/11 3:01,107.927
2019/10/11 3:02,107.927
2019/10/11 3:03,107.927
2019/10/11 3:04,107.927
2019/10/11 3:05,107.927
2019/10/11 3:06,107.927
2019/10/11 3:07,107.927
2019/10/11 3:08,107.927
2019/10/11 3:09,107.927
2019/10/11 3:10,107.927
2019/10/11 3:11,107.927
2019/10/11 3:12,107.927
2019/10/11 3:13,107.927
2019/10/11 3:14,107.927
2019/10/11 3:15,107.927
2019/10/11 3:16,107.927
2019/10/11 3:17,107.927
2019/10/11 3:18,107.927
2019/10/11 3:19,107.927
2019/10/11 3:20,107.927
2019/10/11 3:21,107.927
2019/10/11 3:22,107.927
2019/10/11 3:23,107.927
2019/10/11 3:24,107.927
2019/10/11 3:25,107.927
2019/10/11 3:26,107.927
2019/10/11 3:27,107.927
2019/10/11 3:28,107.927
2019/10/11 3:29,107.927
2019/10/11 3:30,107.89
2019/10/11 3:31,107.89
2019/10/11 3:32,107.89
2019/10/11 3:33,107.89
2019/10/11 3:34,107.89
2019/10/11 3:35,107.89
2019/10/11 3:36,107.89
2019/10/11 3:37,107.89
2019/10/11 3:38,107.89
2019/10/11 3:39,107.89
2019/10/11 3:40,107.89
2019/10/11 3:41,107.89
2019/10/11 3:42,107.89
2019/10/11 3:43,107.89
2019/10/11 3:44,107.89
2019/10/11 3:45,107.89
2019/10/11 3:46,107.89
2019/10/11 3:47,107.89
2019/10/11 3:48,107.89
2019/10/11 3:49,107.89
2019/10/11 3:50,107.89
2019/10/11 3:51,107.89
2019/10/11 3:52,107.89
2019/10/11 3:53,107.89
2019/10/11 3:54,107.89
2019/10/11 3:55,107.89
2019/10/11 3:56,107.89
2019/10/11 3:57,107.89
2019/10/11 3:58,107.89
2019/10/11 3:59,107.89
2019/10/11 4:00,0
2019/10/11 4:01,0
2019/10/11 4:02,0
2019/10/11 4:03,0
2019/10/11 4:04,0
2019/10/11 4:05,0
2019/10/11 4:06,0
2019/10/11 4:07,0
2019/10/11 4:08,0
2019/10/11 4:09,0
2019/10/11 4:10,0
2019/10/11 4:11,0
2019/10/11 4:12,0
2019/10/11 4:13,0
2019/10/11 4:14,0
2019/10/11 4:15,108.048
2019/10/11 4:16,108.048
2019/10/11 4:17,108.048
2019/10/11 4:18,108.048
2019/10/11 4:19,108.048
2019/10/11 4:20,108.048
2019/10/11 4:21,108.048
2019/10/11 4:22,108.048
2019/10/11 4:23,108.048
2019/10/11 4:24,108.048
2019/10/11 4:25,108.048
2019/10/11 4:26,108.048
2019/10/11 4:27,108.048
2019/10/11 4:28,108.048
2019/10/11 4:29,108.048
2019/10/11 4:30,108.048
2019/10/11 4:31,108.048
2019/10/11 4:32,108.048
2019/10/11 4:33,108.048
2019/10/11 4:34,108.048
2019/10/11 4:35,108.048
2019/10/11 4:36,108.048
2019/10/11 4:37,108.048
2019/10/11 4:38,108.048
2019/10/11 4:39,108.048
2019/10/11 4:40,108.048
2019/10/11 4:41,108.048
2019/10/11 4:42,108.048
2019/10/11 4:43,108.048
2019/10/11 4:44,108.048
2019/10/11 4:45,108.031
2019/10/11 4:46,108.031
2019/10/11 4:47,108.031
2019/10/11 4:48,108.031
2019/10/11 4:49,108.031
2019/10/11 4:50,108.031
2019/10/11 4:51,108.031
2019/10/11 4:52,108.031
2019/10/11 4:53,108.031
2019/10/11 4:54,108.031
2019/10/11 4:55,108.031
2019/10/11 4:56,108.031
2019/10/11 4:57,108.031
2019/10/11 4:58,108.031
2019/10/11 4:59,108.031
2019/10/11 5:00,108.031
2019/10/11 5:01,108.031
2019/10/11 5:02,108.031
2019/10/11 5:03,108.031
2019/10/11 5:04,108.031
2019/10/11 5:05,108.031
2019/10/11 5:06,108.031
2019/10/11 5:07,108.031
2019/10/11 5:08,108.031
2019/10/11 5:09,108.031
2019/10/11 5:10,108.031
2019/10/11 5:11,108.031
2019/10/11 5:12,108.031
2019/10/11 5:13,108.031
2019/10/11 5:14,108.031
2019/10/11 5:15,108.031
2019/10/11 5:16,108.031
2019/10/11 5:17,108.031
2019/10/11 5:18,108.031
2019/10/11 5:19,108.031
2019/10/11 5:20,108.031
2019/10/11 5:21,108.031
2019/10/11 5:22,108.031
2019/10/11 5:23,108.031
2019/10/11 5:24,108.031
2019/10/11 5:25,108.031
2019/10/11 5:26,108.031
2019/10/11 5:27,108.031
2019/10/11 5:28,108.031
2019/10/11 5:29,108.031
2019/10/11 5:30,108.031
2019/10/11 5:31,108.031
2019/10/11 5:32,108.031
2019/10/11 5:33,108.031
2019/10/11 5:34,108.031
2019/10/11 5:35,108.031
2019/10/11 5:36,108.031
2019/10/11 5:37,108.031
2019/10/11 5:38,108.031
2019/10/11 5:39,108.031
2019/10/11 5:40,108.031
2019/10/11 5:41,108.031
2019/10/11 5:42,108.031
2019/10/11 5:43,108.031
2019/10/11 5:44,108.031
2019/10/11 5:45,108.031
2019/10/11 5:46,108.031
2019/10/11 5:47,108.031
2019/10/11 5:48,108.031
2019/10/11 5:49,108.031
2019/10/11 5:50,108.031
2019/10/11 5:51,108.031
2019/10/11 5:52,108.031
2019/10/11 5:53,108.031
2019/10/11 5:54,108.031
2019/10/11 5:55,108.031
2019/10/11 5:56,108.031
2019/10/11 5:57,108.031
2019/10/11 5:58,108.031
2019/10/11 5:59,108.031
2019/10/11 6:00,107.948
2019/10/11 6:01,107.948
2019/10/11 6:02,107.948
2019/10/11 6:03,107.948
2019/10/11 6:04,107.948
2019/10/11 6:05,107.948
2019/10/11 6:06,107.948
2019/10/11 6:07,107.948
2019/10/11 6:08,107.948
2019/10/11 6:09,107.948
2019/10/11 6:10,107.948
2019/10/11 6:11,107.948
2019/10/11 6:12,107.948
2019/10/11 6:13,107.948
2019/10/11 6:14,107.948
2019/10/11 6:15,0
2019/10/11 6:16,0
2019/10/11 6:17,0
2019/10/11 6:18,0
2019/10/11 6:19,0
2019/10/11 6:20,0
2019/10/11 6:21,0
2019/10/11 6:22,0
2019/10/11 6:23,0
2019/10/11 6:24,0
2019/10/11 6:25,0
2019/10/11 6:26,0
2019/10/11 6:27,0
2019/10/11 6:28,0
2019/10/11 6:29,0
2019/10/11 6:30,0
2019/10/11 6:31,0
2019/10/11 6:32,0
2019/10/11 6:33,0
2019/10/11 6:34,0
2019/10/11 6:35,0
2019/10/11 6:36,0
2019/10/11 6:37,0
2019/10/11 6:38,0
2019/10/11 6:39,0
2019/10/11 6:40,0
2019/10/11 6:41,0
2019/10/11 6:42,0
2019/10/11 6:43,0
2019/10/11 6:44,0
2019/10/11 6:45,0
2019/10/11 6:46,0
2019/10/11 6:47,0
2019/10/11 6:48,0
2019/10/11 6:49,0
2019/10/11 6:50,0
2019/10/11 6:51,0
2019/10/11 6:52,0
2019/10/11 6:53,0
2019/10/11 6:54,0
2019/10/11 6:55,0
2019/10/11 6:56,0
2019/10/11 6:57,0
2019/10/11 6:58,0
2019/10/11 6:59,0
2019/10/11 7:00,0
2019/10/11 7:01,0
2019/10/11 7:02,0
2019/10/11 7:03,0
2019/10/11 7:04,0
2019/10/11 7:05,0
2019/10/11 7:06,0
2019/10/11 7:07,0
2019/10/11 7:08,0
2019/10/11 7:09,0
2019/10/11 7:10,0
2019/10/11 7:11,0
2019/10/11 7:12,0
2019/10/11 7:13,0
2019/10/11 7:14,0
2019/10/11 7:15,107.979
2019/10/11 7:16,107.979
2019/10/11 7:17,107.979
2019/10/11 7:18,107.979
2019/10/11 7:19,107.979
2019/10/11 7:20,107.979
2019/10/11 7:21,107.979
2019/10/11 7:22,107.979
2019/10/11 7:23,107.979
2019/10/11 7:24,107.979
2019/10/11 7:25,107.979
2019/10/11 7:26,107.979
2019/10/11 7:27,107.979
2019/10/11 7:28,107.979
2019/10/11 7:29,107.979
2019/10/11 7:30,0
2019/10/11 7:31,0
2019/10/11 7:32,0
2019/10/11 7:33,0
2019/10/11 7:34,0
2019/10/11 7:35,0
2019/10/11 7:36,0
2019/10/11 7:37,0
2019/10/11 7:38,0
2019/10/11 7:39,0
2019/10/11 7:40,0
2019/10/11 7:41,0
2019/10/11 7:42,0
2019/10/11 7:43,0
2019/10/11 7:44,0
2019/10/11 7:45,0
2019/10/11 7:46,0
2019/10/11 7:47,0
2019/10/11 7:48,0
2019/10/11 7:49,0
2019/10/11 7:50,0
2019/10/11 7:51,0
2019/10/11 7:52,0
2019/10/11 7:53,0
2019/10/11 7:54,0
2019/10/11 7:55,0
2019/10/11 7:56,0
2019/10/11 7:57,0
2019/10/11 7:58,0
2019/10/11 7:59,0
2019/10/11 8:00,107.982
2019/10/11 8:01,107.982
2019/10/11 8:02,107.982
2019/10/11 8:03,107.982
2019/10/11 8:04,107.982
2019/10/11 8:05,107.982
2019/10/11 8:06,107.982
2019/10/11 8:07,107.982
2019/10/11 8:08,107.982
2019/10/11 8:09,107.982
2019/10/11 8:10,107.982
2019/10/11 8:11,107.982
2019/10/11 8:12,107.982
2019/10/11 8:13,107.982
2019/10/11 8:14,107.982
2019/10/11 8:15,107.982
2019/10/11 8:16,107.982
2019/10/11 8:17,107.982
2019/10/11 8:18,107.982
2019/10/11 8:19,107.982
2019/10/11 8:20,107.982
2019/10/11 8:21,107.982
2019/10/11 8:22,107.982
2019/10/11 8:23,107.982
2019/10/11 8:24,107.982
2019/10/11 8:25,107.982
2019/10/11 8:26,107.982
2019/10/11 8:27,107.982
2019/10/11 8:28,107.982
2019/10/11 8:29,107.982
2019/10/11 8:30,0
2019/10/11 8:31,0
2019/10/11 8:32,0
2019/10/11 8:33,0
2019/10/11 8:34,0
2019/10/11 8:35,0
2019/10/11 8:36,0
2019/10/11 8:37,0
2019/10/11 8:38,0
2019/10/11 8:39,0
2019/10/11 8:40,0
2019/10/11 8:41,0
2019/10/11 8:42,0
2019/10/11 8:43,0
2019/10/11 8:44,0
2019/10/11 8:45,0
2019/10/11 8:46,0
2019/10/11 8:47,0
2019/10/11 8:48,0
2019/10/11 8:49,0
2019/10/11 8:50,0
2019/10/11 8:51,0
2019/10/11 8:52,0
2019/10/11 8:53,0
2019/10/11 8:54,0
2019/10/11 8:55,0
2019/10/11 8:56,0
2019/10/11 8:57,0
2019/10/11 8:58,0
2019/10/11 8:59,0
2019/10/11 9:00,0
2019/10/11 9:01,0
2019/10/11 9:02,0
2019/10/11 9:03,0
2019/10/11 9:04,0
2019/10/11 9:05,0
2019/10/11 9:06,0
2019/10/11 9:07,0
2019/10/11 9:08,0
2019/10/11 9:09,0
2019/10/11 9:10,0
2019/10/11 9:11,0
2019/10/11 9:12,0
2019/10/11 9:13,0
2019/10/11 9:14,0
2019/10/11 9:15,108.003
2019/10/11 9:16,108.003
2019/10/11 9:17,108.003
2019/10/11 9:18,108.003
2019/10/11 9:19,108.003
2019/10/11 9:20,108.003
2019/10/11 9:21,108.003
2019/10/11 9:22,108.003
2019/10/11 9:23,108.003
2019/10/11 9:24,108.003
2019/10/11 9:25,108.003
2019/10/11 9:26,108.003
2019/10/11 9:27,108.003
2019/10/11 9:28,108.003
2019/10/11 9:29,108.003
2019/10/11 9:30,108.003
2019/10/11 9:31,108.003
2019/10/11 9:32,108.003
2019/10/11 9:33,108.003
2019/10/11 9:34,108.003
2019/10/11 9:35,108.003
2019/10/11 9:36,108.003
2019/10/11 9:37,108.003
2019/10/11 9:38,108.003
2019/10/11 9:39,108.003
2019/10/11 9:40,108.003
2019/10/11 9:41,108.003
2019/10/11 9:42,108.003
2019/10/11 9:43,108.003
2019/10/11 9:44,108.003
2019/10/11 9:45,108.003
2019/10/11 9:46,108.003
2019/10/11 9:47,108.003
2019/10/11 9:48,108.003
2019/10/11 9:49,108.003
2019/10/11 9:50,108.003
2019/10/11 9:51,108.003
2019/10/11 9:52,108.003
2019/10/11 9:53,108.003
2019/10/11 9:54,108.003
2019/10/11 9:55,108.003
2019/10/11 9:56,108.003
2019/10/11 9:57,108.003
2019/10/11 9:58,108.003
2019/10/11 9:59,108.003
2019/10/11 10:00,108.003
2019/10/11 10:01,108.003
2019/10/11 10:02,108.003
2019/10/11 10:03,108.003
2019/10/11 10:04,108.003
2019/10/11 10:05,108.003
2019/10/11 10:06,108.003
2019/10/11 10:07,108.003
2019/10/11 10:08,108.003
2019/10/11 10:09,108.003
2019/10/11 10:10,108.003
2019/10/11 10:11,108.003
2019/10/11 10:12,108.003
2019/10/11 10:13,108.003
2019/10/11 10:14,108.003
2019/10/11 10:15,108.003
2019/10/11 10:16,108.003
2019/10/11 10:17,108.003
2019/10/11 10:18,108.003
2019/10/11 10:19,108.003
2019/10/11 10:20,108.003
2019/10/11 10:21,108.003
2019/10/11 10:22,108.003
2019/10/11 10:23,108.003
2019/10/11 10:24,108.003
2019/10/11 10:25,108.003
2019/10/11 10:26,108.003
2019/10/11 10:27,108.003
2019/10/11 10:28,108.003
2019/10/11 10:29,108.003
2019/10/11 10:30,108.003
2019/10/11 10:31,108.003
2019/10/11 10:32,108.003
2019/10/11 10:33,108.003
2019/10/11 10:34,108.003
2019/10/11 10:35,108.003
2019/10/11 10:36,108.003
2019/10/11 10:37,108.003
2019/10/11 10:38,108.003
2019/10/11 10:39,108.003
2019/10/11 10:40,108.003
2019/10/11 10:41,108.003
2019/10/11 10:42,108.003
2019/10/11 10:43,108.003
2019/10/11 10:44,108.003
2019/10/11 10:45,108.003
2019/10/11 10:46,108.003
2019/10/11 10:47,108.003
2019/10/11 10:48,108.003
2019/10/11 10:49,108.003
2019/10/11 10:50,108.003
2019/10/11 10:51,108.003
2019/10/11 10:52,108.003
2019/10/11 10:53,108.003
2019/10/11 10:54,108.003
2019/10/11 10:55,108.003
2019/10/11 10:56,108.003
2019/10/11 10:57,108.003
2019/10/11 10:58,108.003
2019/10/11 10:59,108.003
2019/10/11 11:00,108.003
2019/10/11 11:01,108.003
2019/10/11 11:02,108.003
2019/10/11 11:03,108.003
2019/10/11 11:04,108.003
2019/10/11 11:05,108.003
2019/10/11 11:06,108.003
2019/10/11 11:07,108.003
2019/10/11 11:08,108.003
2019/10/11 11:09,108.003
2019/10/11 11:10,108.003
2019/10/11 11:11,108.003
2019/10/11 11:12,108.003
2019/10/11 11:13,108.003
2019/10/11 11:14,108.003
2019/10/11 11:15,108.003
2019/10/11 11:16,108.003
2019/10/11 11:17,108.003
2019/10/11 11:18,108.003
2019/10/11 11:19,108.003
2019/10/11 11:20,108.003
2019/10/11 11:21,108.003
2019/10/11 11:22,108.003
2019/10/11 11:23,108.003
2019/10/11 11:24,108.003
2019/10/11 11:25,108.003
2019/10/11 11:26,108.003
2019/10/11 11:27,108.003
2019/10/11 11:28,108.003
2019/10/11 11:29,108.003
2019/10/11 11:30,108.003
2019/10/11 11:31,108.003
2019/10/11 11:32,108.003
2019/10/11 11:33,108.003
2019/10/11 11:34,108.003
2019/10/11 11:35,108.003
2019/10/11 11:36,108.003
2019/10/11 11:37,108.003
2019/10/11 11:38,108.003
2019/10/11 11:39,108.003
2019/10/11 11:40,108.003
2019/10/11 11:41,108.003
2019/10/11 11:42,108.003
2019/10/11 11:43,108.003
2019/10/11 11:44,108.003
2019/10/11 11:45,108.003
2019/10/11 11:46,108.003
2019/10/11 11:47,108.003
2019/10/11 11:48,108.003
2019/10/11 11:49,108.003
2019/10/11 11:50,108.003
2019/10/11 11:51,108.003
2019/10/11 11:52,108.003
2019/10/11 11:53,108.003
2019/10/11 11:54,108.003
2019/10/11 11:55,108.003
2019/10/11 11:56,108.003
2019/10/11 11:57,108.003
2019/10/11 11:58,108.003
2019/10/11 11:59,108.003
2019/10/11 12:00,108.003
2019/10/11 12:01,108.003
2019/10/11 12:02,108.003
2019/10/11 12:03,108.003
2019/10/11 12:04,108.003
2019/10/11 12:05,108.003
2019/10/11 12:06,108.003
2019/10/11 12:07,108.003
