Time,
2019/10/9,0
2019/10/9 0:01,0
2019/10/9 0:02,0
2019/10/9 0:03,0
2019/10/9 0:04,0
2019/10/9 0:05,0
2019/10/9 0:06,0
2019/10/9 0:07,0
2019/10/9 0:08,0
2019/10/9 0:09,0
2019/10/9 0:10,0
2019/10/9 0:11,0
2019/10/9 0:12,0
2019/10/9 0:13,0
2019/10/9 0:14,0
2019/10/9 0:15,107.071
2019/10/9 0:16,0
2019/10/9 0:17,0
2019/10/9 0:18,0
2019/10/9 0:19,0
2019/10/9 0:20,0
2019/10/9 0:21,0
2019/10/9 0:22,0
2019/10/9 0:23,0
2019/10/9 0:24,0
2019/10/9 0:25,0
2019/10/9 0:26,0
2019/10/9 0:27,0
2019/10/9 0:28,0
2019/10/9 0:29,0
2019/10/9 0:30,0
2019/10/9 0:31,0
2019/10/9 0:32,0
2019/10/9 0:33,0
2019/10/9 0:34,0
2019/10/9 0:35,0
2019/10/9 0:36,0
2019/10/9 0:37,0
2019/10/9 0:38,0
2019/10/9 0:39,0
2019/10/9 0:40,0
2019/10/9 0:41,0
2019/10/9 0:42,0
2019/10/9 0:43,0
2019/10/9 0:44,0
2019/10/9 0:45,0
2019/10/9 0:46,0
2019/10/9 0:47,0
2019/10/9 0:48,0
2019/10/9 0:49,0
2019/10/9 0:50,0
2019/10/9 0:51,0
2019/10/9 0:52,0
2019/10/9 0:53,0
2019/10/9 0:54,0
2019/10/9 0:55,0
2019/10/9 0:56,0
2019/10/9 0:57,0
2019/10/9 0:58,0
2019/10/9 0:59,0
2019/10/9 1:00,0
2019/10/9 1:01,0
2019/10/9 1:02,0
2019/10/9 1:03,0
2019/10/9 1:04,0
2019/10/9 1:05,0
2019/10/9 1:06,0
2019/10/9 1:07,0
2019/10/9 1:08,0
2019/10/9 1:09,0
2019/10/9 1:10,0
2019/10/9 1:11,0
2019/10/9 1:12,0
2019/10/9 1:13,0
2019/10/9 1:14,0
2019/10/9 1:15,0
2019/10/9 1:16,0
2019/10/9 1:17,0
2019/10/9 1:18,0
2019/10/9 1:19,0
2019/10/9 1:20,0
2019/10/9 1:21,0
2019/10/9 1:22,0
2019/10/9 1:23,0
2019/10/9 1:24,0
2019/10/9 1:25,0
2019/10/9 1:26,0
2019/10/9 1:27,0
2019/10/9 1:28,0
2019/10/9 1:29,0
2019/10/9 1:30,107.059
2019/10/9 1:31,0
2019/10/9 1:32,0
2019/10/9 1:33,0
2019/10/9 1:34,0
2019/10/9 1:35,0
2019/10/9 1:36,0
2019/10/9 1:37,0
2019/10/9 1:38,0
2019/10/9 1:39,0
2019/10/9 1:40,0
2019/10/9 1:41,0
2019/10/9 1:42,0
2019/10/9 1:43,0
2019/10/9 1:44,0
2019/10/9 1:45,0
2019/10/9 1:46,0
2019/10/9 1:47,0
2019/10/9 1:48,0
2019/10/9 1:49,0
2019/10/9 1:50,0
2019/10/9 1:51,0
2019/10/9 1:52,0
2019/10/9 1:53,0
2019/10/9 1:54,0
2019/10/9 1:55,0
2019/10/9 1:56,0
2019/10/9 1:57,0
2019/10/9 1:58,0
2019/10/9 1:59,0
2019/10/9 2:00,0
2019/10/9 2:01,0
2019/10/9 2:02,0
2019/10/9 2:03,0
2019/10/9 2:04,0
2019/10/9 2:05,0
2019/10/9 2:06,0
2019/10/9 2:07,0
2019/10/9 2:08,0
2019/10/9 2:09,0
2019/10/9 2:10,0
2019/10/9 2:11,0
2019/10/9 2:12,0
2019/10/9 2:13,0
2019/10/9 2:14,0
2019/10/9 2:15,0
2019/10/9 2:16,0
2019/10/9 2:17,0
2019/10/9 2:18,0
2019/10/9 2:19,0
2019/10/9 2:20,0
2019/10/9 2:21,0
2019/10/9 2:22,0
2019/10/9 2:23,0
2019/10/9 2:24,0
2019/10/9 2:25,0
2019/10/9 2:26,0
2019/10/9 2:27,0
2019/10/9 2:28,0
2019/10/9 2:29,0
2019/10/9 2:30,0
2019/10/9 2:31,0
2019/10/9 2:32,0
2019/10/9 2:33,0
2019/10/9 2:34,0
2019/10/9 2:35,0
2019/10/9 2:36,0
2019/10/9 2:37,0
2019/10/9 2:38,0
2019/10/9 2:39,0
2019/10/9 2:40,0
2019/10/9 2:41,0
2019/10/9 2:42,0
2019/10/9 2:43,0
2019/10/9 2:44,0
