timestamp,action,price,pnl,balance
2024-01-01T01:10:00,SELL,149.99618953530282,0,1000000
2024-01-01T01:30:00,CLOSE,149.99855595767355,-23.664223707271503,999976.3357762927
2024-01-01T01:30:00,BUY,149.99855595767355,0,999976.3357762927
2024-01-01T02:00:00,CLOSE,149.9997963588211,12.404011475553034,999988.7397877682
2024-01-01T02:00:00,SELL,149.9997963588211,0,999988.7397877682
2024-01-01T03:45:00,CLOSE,150.02446167748442,-246.65318663323887,999742.086601135
2024-01-01T03:45:00,BUY,150.02446167748442,0,999742.086601135
2024-01-01T05:35:00,CLOSE,150.0690983609349,446.3668345047722,1000188.4534356397
2024-01-01T05:35:00,SELL,150.0690983609349,0,1000188.4534356397
2024-01-01T06:25:00,CLOSE,150.0934974640573,-243.99103122391352,999944.4624044158
2024-01-01T06:25:00,BUY,150.0934974640573,0,999944.4624044158
2024-01-01T06:35:00,CLOSE,150.09691164224733,34.14178190041639,999978.6041863163
2024-01-01T06:35:00,SELL,150.09691164224733,0,999978.6041863163
2024-01-01T06:45:00,CLOSE,150.10039140407474,-34.797618274069464,999943.8065680421
2024-01-01T06:45:00,BUY,150.10039140407474,0,999943.8065680421
2024-01-01T10:35:00,CLOSE,150.1652977223894,649.0631831465521,1000592.8697511887
2024-01-01T10:35:00,SELL,150.1652977223894,0,1000592.8697511887
2024-01-01T12:55:00,CLOSE,150.17803291305114,-127.35190661743445,1000465.5178445713
2024-01-01T12:55:00,BUY,150.17803291305114,0,1000465.5178445713
2024-01-01T14:05:00,CLOSE,150.17056886856193,-74.64044489211119,1000390.8773996792
2024-01-01T14:05:00,SELL,150.17056886856193,0,1000390.8773996792
2024-01-01T15:10:00,CLOSE,150.16036138949474,102.07479067190661,1000492.9521903511
2024-01-01T15:10:00,BUY,150.16036138949474,0,1000492.9521903511
2024-01-01T15:30:00,CLOSE,150.1519022933164,-84.59096178341952,1000408.3612285677
2024-01-01T15:30:00,SELL,150.1519022933164,0,1000408.3612285677
2024-01-01T15:40:00,CLOSE,150.14863075401234,32.71539304051885,1000441.0766216082
2024-01-01T15:40:00,BUY,150.14863075401234,0,1000441.0766216082
2024-01-01T15:45:00,CLOSE,150.14678036447367,-18.503895386743352,1000422.5727262215
2024-01-01T15:45:00,SELL,150.14678036447367,0,1000422.5727262215
2024-01-01T16:50:00,CLOSE,150.12409155673868,226.88807734994043,1000649.4608035715
2024-01-01T16:50:00,BUY,150.12409155673868,0,1000649.4608035715
2024-01-01T19:00:00,CLOSE,150.07199671642104,-520.9484031763623,1000128.5124003951
2024-01-01T21:20:00,BUY,150.0254896284603,0,1000128.5124003951
2024-01-01T21:30:00,CLOSE,150.0239421003699,-15.475280903842759,1000113.0371194913
2024-01-01T21:30:00,SELL,150.0239421003699,0,1000113.0371194913
2024-01-01T21:45:00,CLOSE,150.02057899785345,33.631025164595485,1000146.6681446559
2024-01-01T21:45:00,BUY,150.02057899785345,0,1000146.6681446559
2024-01-01T21:55:00,CLOSE,150.01918484340206,-13.941544513897952,1000132.726600142
2024-01-01T21:55:00,SELL,150.01918484340206,0,1000132.726600142
2024-01-01T22:10:00,CLOSE,150.01330004244323,58.848009588245986,1000191.5746097302
2024-01-01T22:10:00,BUY,150.01330004244323,0,1000191.5746097302
2024-01-01T22:30:00,CLOSE,150.00589777088769,-74.02271555548623,1000117.5518941747
2024-01-01T22:30:00,SELL,150.00589777088769,0,1000117.5518941747
2024-01-01T23:25:00,CLOSE,149.99718244690735,87.15323980339917,1000204.705133978
2024-01-01T23:25:00,BUY,149.99718244690735,0,1000204.705133978
2024-01-01T23:50:00,CLOSE,149.9945086471409,-26.737997664554314,1000177.9671363134
2024-01-01T23:50:00,SELL,149.9945086471409,0,1000177.9671363134
2024-01-02T00:00:00,CLOSE,149.99334548513337,11.63162007514984,1000189.5987563886
