timestamp,action,price,pnl,balance
2023-10-02 08:30:00,BUY,1.0662413215655175,0,1000000
2023-10-02 09:15:00,CLOSE,1.0628981991964361,-33.43122369081408,999966.5687763091
2023-10-02 09:30:00,SELL,1.0624648443052307,0,999966.5687763091
2023-10-02 10:00:00,CLOSE,1.0590013835185135,34.63460786717221,1000001.2033841764
2023-10-02 10:15:00,SELL,1.054281474694737,0,1000001.2033841764
2023-10-02 10:30:00,CLOSE,1.0584369590725016,-41.554843777644734,999959.6485403987
2023-10-02 11:30:00,BUY,1.0635872129442692,0,999959.6485403987
2023-10-02 11:45:00,CLOSE,1.062439613846118,-11.475990981510975,999948.1725494171
2023-10-02 12:00:00,SELL,1.0584606435236492,0,999948.1725494171
2023-10-02 12:15:00,CLOSE,1.0635629733614815,-51.023298378323204,999897.1492510388
